Alerta_ID,Proyecto_ID,Componente,Tipo_Alerta,Fecha_Alerta,Downtime_Minutos,Minutos_Hasta_Resolucion,Asignado_A
ALT-00781,PRJ-001,Load Balancer,CRITICAL_DOWN,2026-04-28 19:52:00,107,136,EMP-015
ALT-00782,PRJ-004,Auth Service,INFO,2026-01-31 18:01:00,0,0,SYSTEM_AUTO
ALT-00783,PRJ-004,Database,INFO,2026-02-01 12:50:00,0,0,SYSTEM_AUTO
ALT-00784,PRJ-001,API Gateway,INFO,2026-03-19 14:01:00,0,0,SYSTEM_AUTO
ALT-00785,PRJ-004,Load Balancer,INFO,2026-04-16 01:16:00,0,0,SYSTEM_AUTO
ALT-00786,PRJ-003,Auth Service,WARNING_SPIKE,2026-02-23 04:01:00,0,58,EMP-015
ALT-00787,PRJ-004,Frontend UI,INFO,2026-01-15 06:37:00,0,0,SYSTEM_AUTO
ALT-00788,PRJ-006,API Gateway,INFO,2026-01-18 06:56:00,0,0,SYSTEM_AUTO
ALT-00789,PRJ-006,Auth Service,INFO,2026-04-10 09:21:00,0,0,SYSTEM_AUTO
ALT-00790,PRJ-001,API Gateway,INFO,2026-02-11 18:03:00,0,0,SYSTEM_AUTO
ALT-00791,PRJ-005,Load Balancer,INFO,2026-02-23 11:23:00,0,0,SYSTEM_AUTO
ALT-00792,PRJ-003,Frontend UI,INFO,2026-01-22 07:35:00,0,0,SYSTEM_AUTO
ALT-00793,PRJ-005,Auth Service,WARNING_SPIKE,2026-01-07 20:54:00,0,135,EMP-032
ALT-00794,PRJ-003,Frontend UI,INFO,2026-02-27 22:52:00,0,0,SYSTEM_AUTO
ALT-00795,PRJ-005,Auth Service,INFO,2026-04-18 17:03:00,0,0,SYSTEM_AUTO
ALT-00796,PRJ-008,Auth Service,INFO,2026-04-15 01:39:00,0,0,SYSTEM_AUTO
ALT-00797,PRJ-007,API Gateway,INFO,2026-03-14 10:11:00,0,0,SYSTEM_AUTO
ALT-00798,PRJ-008,Frontend UI,INFO,2026-01-26 18:32:00,0,0,SYSTEM_AUTO
ALT-00799,PRJ-010,Frontend UI,WARNING_SPIKE,2026-03-23 01:39:00,0,159,EMP-021
ALT-00800,PRJ-007,Database,WARNING_SPIKE,2026-02-22 13:01:00,0,85,EMP-032
ALT-00801,PRJ-009,Auth Service,INFO,2026-04-21 12:39:00,0,0,SYSTEM_AUTO
ALT-00802,PRJ-009,Database,INFO,2026-01-06 15:15:00,0,0,SYSTEM_AUTO
ALT-00803,PRJ-008,Frontend UI,INFO,2026-02-06 00:04:00,0,0,SYSTEM_AUTO
ALT-00804,PRJ-009,Load Balancer,WARNING_SPIKE,2026-01-25 23:46:00,0,99,EMP-029
ALT-00805,PRJ-002,Load Balancer,WARNING_SPIKE,2026-04-01 00:25:00,0,31,EMP-030
ALT-00806,PRJ-002,Auth Service,INFO,2026-02-05 13:49:00,0,0,SYSTEM_AUTO
ALT-00807,PRJ-003,Frontend UI,INFO,2026-02-02 12:24:00,0,0,SYSTEM_AUTO
ALT-00808,PRJ-005,Auth Service,INFO,2026-02-14 15:18:00,0,0,SYSTEM_AUTO
ALT-00809,PRJ-001,API Gateway,INFO,2026-01-31 06:02:00,0,0,SYSTEM_AUTO
ALT-00810,PRJ-006,Auth Service,CRITICAL_DOWN,2026-01-08 01:41:00,57,79,EMP-029
ALT-00811,PRJ-009,API Gateway,INFO,2026-03-17 06:14:00,0,0,SYSTEM_AUTO
ALT-00812,PRJ-002,Frontend UI,INFO,2026-01-12 16:00:00,0,0,SYSTEM_AUTO
ALT-00813,PRJ-008,Load Balancer,CRITICAL_DOWN,2026-03-13 21:51:00,18,28,EMP-040
ALT-00814,PRJ-005,API Gateway,INFO,2026-04-09 02:16:00,0,0,SYSTEM_AUTO
ALT-00815,PRJ-008,API Gateway,INFO,2026-03-22 19:44:00,0,0,SYSTEM_AUTO
ALT-00816,PRJ-001,Database,WARNING_SPIKE,2026-02-18 11:37:00,0,141,EMP-019
ALT-00817,PRJ-001,API Gateway,INFO,2026-03-03 10:09:00,0,0,SYSTEM_AUTO
ALT-00818,PRJ-009,Database,INFO,2026-04-30 02:54:00,0,0,SYSTEM_AUTO
ALT-00819,PRJ-001,Frontend UI,CRITICAL_DOWN,2026-03-01 13:22:00,116,137,EMP-031
ALT-00820,PRJ-009,Load Balancer,INFO,2026-04-26 07:35:00,0,0,SYSTEM_AUTO
ALT-00821,PRJ-010,Load Balancer,WARNING_SPIKE,2026-01-21 22:08:00,0,54,EMP-025
ALT-00822,PRJ-006,Load Balancer,INFO,2026-04-25 14:11:00,0,0,SYSTEM_AUTO
ALT-00823,PRJ-001,Load Balancer,INFO,2026-02-16 21:13:00,0,0,SYSTEM_AUTO
ALT-00824,PRJ-008,Frontend UI,INFO,2026-03-27 15:06:00,0,0,SYSTEM_AUTO
ALT-00825,PRJ-002,Load Balancer,WARNING_SPIKE,2026-01-26 05:01:00,0,144,EMP-042
ALT-00826,PRJ-006,Database,INFO,2026-03-04 16:50:00,0,0,SYSTEM_AUTO
ALT-00827,PRJ-002,Frontend UI,INFO,2026-04-09 14:14:00,0,0,SYSTEM_AUTO
ALT-00828,PRJ-004,Load Balancer,INFO,2026-02-19 14:17:00,0,0,SYSTEM_AUTO
ALT-00829,PRJ-006,Auth Service,INFO,2026-02-04 16:25:00,0,0,SYSTEM_AUTO
ALT-00830,PRJ-002,Auth Service,CRITICAL_DOWN,2026-02-04 11:56:00,115,136,EMP-029
ALT-00831,PRJ-009,Database,INFO,2026-01-15 10:36:00,0,0,SYSTEM_AUTO
ALT-00832,PRJ-007,Frontend UI,INFO,2026-02-14 18:41:00,0,0,SYSTEM_AUTO
ALT-00833,PRJ-007,Auth Service,INFO,2026-03-20 17:51:00,0,0,SYSTEM_AUTO
ALT-00834,PRJ-007,Frontend UI,INFO,2026-02-11 14:31:00,0,0,SYSTEM_AUTO
ALT-00835,PRJ-008,Frontend UI,INFO,2026-02-22 01:07:00,0,0,SYSTEM_AUTO
ALT-00836,PRJ-010,Load Balancer,INFO,2026-03-30 01:13:00,0,0,SYSTEM_AUTO
ALT-00837,PRJ-004,Load Balancer,WARNING_SPIKE,2026-01-01 08:23:00,0,74,EMP-019
ALT-00838,PRJ-002,API Gateway,INFO,2026-02-21 01:36:00,0,0,SYSTEM_AUTO
ALT-00839,PRJ-009,Auth Service,WARNING_SPIKE,2026-03-29 02:05:00,0,95,EMP-042
ALT-00840,PRJ-008,API Gateway,INFO,2026-02-07 19:59:00,0,0,SYSTEM_AUTO
ALT-00841,PRJ-008,Load Balancer,INFO,2026-01-10 07:43:00,0,0,SYSTEM_AUTO
ALT-00842,PRJ-004,Auth Service,WARNING_SPIKE,2026-01-19 21:14:00,0,124,EMP-013
ALT-00843,PRJ-002,Load Balancer,INFO,2026-04-12 19:20:00,0,0,SYSTEM_AUTO
ALT-00844,PRJ-006,Auth Service,INFO,2026-03-05 13:36:00,0,0,SYSTEM_AUTO
ALT-00845,PRJ-007,Frontend UI,WARNING_SPIKE,2026-03-26 22:42:00,0,53,EMP-030
ALT-00846,PRJ-003,API Gateway,INFO,2026-02-13 13:32:00,0,0,SYSTEM_AUTO
ALT-00847,PRJ-008,Load Balancer,WARNING_SPIKE,2026-04-11 13:43:00,0,108,EMP-044
ALT-00848,PRJ-007,API Gateway,INFO,2026-04-21 01:21:00,0,0,SYSTEM_AUTO
ALT-00849,PRJ-004,Database,INFO,2026-01-13 16:03:00,0,0,SYSTEM_AUTO
ALT-00850,PRJ-007,Frontend UI,INFO,2026-04-07 13:20:00,0,0,SYSTEM_AUTO
ALT-00851,PRJ-006,Load Balancer,INFO,2026-02-22 04:31:00,0,0,SYSTEM_AUTO
ALT-00852,PRJ-009,Frontend UI,INFO,2026-01-11 17:41:00,0,0,SYSTEM_AUTO
ALT-00853,PRJ-007,Database,INFO,2026-01-18 09:46:00,0,0,SYSTEM_AUTO
ALT-00854,PRJ-004,Frontend UI,INFO,2026-01-10 00:56:00,0,0,SYSTEM_AUTO
ALT-00855,PRJ-004,Frontend UI,INFO,2026-01-04 03:20:00,0,0,SYSTEM_AUTO
ALT-00856,PRJ-006,API Gateway,INFO,2026-03-02 15:59:00,0,0,SYSTEM_AUTO
ALT-00857,PRJ-009,Database,CRITICAL_DOWN,2026-03-23 03:26:00,115,142,EMP-015
ALT-00858,PRJ-007,Frontend UI,INFO,2026-04-27 15:21:00,0,0,SYSTEM_AUTO
ALT-00859,PRJ-006,Database,CRITICAL_DOWN,2026-03-07 03:54:00,74,103,EMP-022
ALT-00860,PRJ-003,Load Balancer,INFO,2026-04-21 18:50:00,0,0,SYSTEM_AUTO
ALT-00861,PRJ-007,API Gateway,INFO,2026-04-18 07:27:00,0,0,SYSTEM_AUTO
ALT-00862,PRJ-005,Frontend UI,INFO,2026-02-22 18:43:00,0,0,SYSTEM_AUTO
ALT-00863,PRJ-003,Auth Service,WARNING_SPIKE,2026-03-08 06:26:00,0,98,EMP-005
ALT-00864,PRJ-006,Auth Service,WARNING_SPIKE,2026-02-10 17:44:00,0,34,EMP-019
ALT-00865,PRJ-004,Frontend UI,INFO,2026-02-05 04:19:00,0,0,SYSTEM_AUTO
ALT-00866,PRJ-007,Auth Service,INFO,2026-04-15 07:33:00,0,0,SYSTEM_AUTO
ALT-00867,PRJ-007,Auth Service,INFO,2026-03-08 16:33:00,0,0,SYSTEM_AUTO
ALT-00868,PRJ-003,Load Balancer,WARNING_SPIKE,2026-02-07 13:22:00,0,115,EMP-001
ALT-00869,PRJ-009,Frontend UI,CRITICAL_DOWN,2026-04-10 01:29:00,99,119,EMP-015
ALT-00870,PRJ-010,Auth Service,INFO,2026-02-18 04:45:00,0,0,SYSTEM_AUTO
ALT-00871,PRJ-008,Database,INFO,2026-02-03 00:27:00,0,0,SYSTEM_AUTO
ALT-00872,PRJ-009,Load Balancer,INFO,2026-02-03 13:51:00,0,0,SYSTEM_AUTO
ALT-00873,PRJ-010,Load Balancer,INFO,2026-03-14 23:05:00,0,0,SYSTEM_AUTO
ALT-00874,PRJ-004,API Gateway,INFO,2026-02-28 03:51:00,0,0,SYSTEM_AUTO
ALT-00875,PRJ-008,Auth Service,INFO,2026-04-17 18:49:00,0,0,SYSTEM_AUTO
ALT-00876,PRJ-010,Database,WARNING_SPIKE,2026-01-26 08:40:00,0,147,EMP-015
ALT-00877,PRJ-004,Load Balancer,INFO,2026-04-02 20:23:00,0,0,SYSTEM_AUTO
ALT-00878,PRJ-008,Frontend UI,INFO,2026-03-10 22:52:00,0,0,SYSTEM_AUTO
ALT-00879,PRJ-003,API Gateway,INFO,2026-03-07 08:17:00,0,0,SYSTEM_AUTO
ALT-00880,PRJ-007,Database,INFO,2026-01-23 00:59:00,0,0,SYSTEM_AUTO
ALT-00881,PRJ-006,Frontend UI,INFO,2026-01-17 20:13:00,0,0,SYSTEM_AUTO
ALT-00882,PRJ-006,Frontend UI,INFO,2026-01-20 02:32:00,0,0,SYSTEM_AUTO
ALT-00883,PRJ-001,Frontend UI,INFO,2026-02-03 11:25:00,0,0,SYSTEM_AUTO
ALT-00884,PRJ-005,Load Balancer,WARNING_SPIKE,2026-02-17 04:34:00,0,84,EMP-042
ALT-00885,PRJ-008,Load Balancer,INFO,2026-02-08 08:23:00,0,0,SYSTEM_AUTO
ALT-00886,PRJ-002,API Gateway,INFO,2026-01-02 06:46:00,0,0,SYSTEM_AUTO
ALT-00887,PRJ-010,Auth Service,INFO,2026-04-28 08:58:00,0,0,SYSTEM_AUTO
ALT-00888,PRJ-003,Frontend UI,WARNING_SPIKE,2026-03-07 14:10:00,0,104,EMP-040
ALT-00889,PRJ-001,Auth Service,WARNING_SPIKE,2026-04-03 03:58:00,0,128,EMP-001
ALT-00890,PRJ-007,Load Balancer,WARNING_SPIKE,2026-02-19 21:04:00,0,115,EMP-015
ALT-00891,PRJ-002,Load Balancer,INFO,2026-01-01 07:32:00,0,0,SYSTEM_AUTO
ALT-00892,PRJ-007,Load Balancer,WARNING_SPIKE,2026-01-08 04:58:00,0,110,EMP-034
ALT-00893,PRJ-001,Frontend UI,CRITICAL_DOWN,2026-02-02 16:32:00,6,27,EMP-010
ALT-00894,PRJ-010,API Gateway,CRITICAL_DOWN,2026-04-13 09:18:00,61,83,EMP-002
ALT-00895,PRJ-007,Load Balancer,WARNING_SPIKE,2026-01-22 10:32:00,0,162,EMP-013
ALT-00896,PRJ-004,Frontend UI,INFO,2026-02-27 03:02:00,0,0,SYSTEM_AUTO
ALT-00897,PRJ-006,API Gateway,INFO,2026-02-04 18:51:00,0,0,SYSTEM_AUTO
ALT-00898,PRJ-005,Frontend UI,INFO,2026-03-18 10:20:00,0,0,SYSTEM_AUTO
ALT-00899,PRJ-001,Database,INFO,2026-03-02 03:15:00,0,0,SYSTEM_AUTO
ALT-00900,PRJ-010,Database,INFO,2026-02-26 00:11:00,0,0,SYSTEM_AUTO
ALT-00901,PRJ-006,Auth Service,INFO,2026-01-22 15:01:00,0,0,SYSTEM_AUTO
ALT-00902,PRJ-008,Database,INFO,2026-01-10 02:10:00,0,0,SYSTEM_AUTO
ALT-00903,PRJ-006,Auth Service,CRITICAL_DOWN,2026-02-13 12:28:00,94,112,EMP-010
ALT-00904,PRJ-003,Database,INFO,2026-02-12 04:15:00,0,0,SYSTEM_AUTO
ALT-00905,PRJ-008,Database,WARNING_SPIKE,2026-02-23 23:04:00,0,23,EMP-015
ALT-00906,PRJ-002,Database,INFO,2026-04-05 00:27:00,0,0,SYSTEM_AUTO
ALT-00907,PRJ-008,Auth Service,INFO,2026-04-16 15:08:00,0,0,SYSTEM_AUTO
ALT-00908,PRJ-006,Load Balancer,WARNING_SPIKE,2026-04-07 05:44:00,0,79,EMP-030
ALT-00909,PRJ-005,Frontend UI,INFO,2026-04-16 08:16:00,0,0,SYSTEM_AUTO
ALT-00910,PRJ-006,Frontend UI,WARNING_SPIKE,2026-03-12 08:46:00,0,45,EMP-042
ALT-00911,PRJ-003,Frontend UI,INFO,2026-02-26 05:24:00,0,0,SYSTEM_AUTO
ALT-00912,PRJ-009,Database,WARNING_SPIKE,2026-02-04 16:31:00,0,178,EMP-020
ALT-00913,PRJ-006,Auth Service,INFO,2026-04-08 09:43:00,0,0,SYSTEM_AUTO
ALT-00914,PRJ-001,Auth Service,INFO,2026-02-13 18:34:00,0,0,SYSTEM_AUTO
ALT-00915,PRJ-006,Frontend UI,WARNING_SPIKE,2026-03-26 00:12:00,0,62,EMP-040
ALT-00916,PRJ-004,API Gateway,CRITICAL_DOWN,2026-02-16 11:00:00,113,134,EMP-037
ALT-00917,PRJ-007,Frontend UI,INFO,2026-01-15 00:57:00,0,0,SYSTEM_AUTO
ALT-00918,PRJ-006,Frontend UI,WARNING_SPIKE,2026-04-25 17:49:00,0,141,EMP-040
ALT-00919,PRJ-007,Auth Service,INFO,2026-03-31 00:27:00,0,0,SYSTEM_AUTO
ALT-00920,PRJ-010,Auth Service,INFO,2026-01-23 05:38:00,0,0,SYSTEM_AUTO
ALT-00921,PRJ-002,Database,WARNING_SPIKE,2026-02-01 15:49:00,0,64,EMP-042
ALT-00922,PRJ-003,Frontend UI,WARNING_SPIKE,2026-01-17 10:28:00,0,122,EMP-029
ALT-00923,PRJ-004,Database,INFO,2026-04-19 01:15:00,0,0,SYSTEM_AUTO
ALT-00924,PRJ-007,API Gateway,INFO,2026-01-17 15:19:00,0,0,SYSTEM_AUTO
ALT-00925,PRJ-002,Load Balancer,WARNING_SPIKE,2026-02-21 15:32:00,0,99,EMP-013
ALT-00926,PRJ-005,API Gateway,INFO,2026-03-03 04:47:00,0,0,SYSTEM_AUTO
ALT-00927,PRJ-006,API Gateway,INFO,2026-02-20 09:59:00,0,0,SYSTEM_AUTO
ALT-00928,PRJ-002,Database,INFO,2026-01-03 07:15:00,0,0,SYSTEM_AUTO
ALT-00929,PRJ-006,Frontend UI,INFO,2026-01-04 16:18:00,0,0,SYSTEM_AUTO
ALT-00930,PRJ-004,Auth Service,WARNING_SPIKE,2026-04-28 08:38:00,0,159,EMP-032
ALT-00931,PRJ-007,Database,INFO,2026-01-06 16:24:00,0,0,SYSTEM_AUTO
ALT-00932,PRJ-007,Database,INFO,2026-04-26 20:49:00,0,0,SYSTEM_AUTO
ALT-00933,PRJ-003,API Gateway,INFO,2026-03-28 04:38:00,0,0,SYSTEM_AUTO
ALT-00934,PRJ-001,Frontend UI,INFO,2026-01-02 11:48:00,0,0,SYSTEM_AUTO
ALT-00935,PRJ-005,Frontend UI,INFO,2026-02-22 22:23:00,0,0,SYSTEM_AUTO
ALT-00936,PRJ-001,Load Balancer,INFO,2026-03-01 13:54:00,0,0,SYSTEM_AUTO
ALT-00937,PRJ-004,API Gateway,INFO,2026-01-29 16:28:00,0,0,SYSTEM_AUTO
ALT-00938,PRJ-007,Frontend UI,INFO,2026-01-21 15:43:00,0,0,SYSTEM_AUTO
ALT-00939,PRJ-004,Frontend UI,INFO,2026-04-22 06:51:00,0,0,SYSTEM_AUTO
ALT-00940,PRJ-001,API Gateway,INFO,2026-03-18 04:15:00,0,0,SYSTEM_AUTO
ALT-00941,PRJ-008,Auth Service,INFO,2026-04-03 17:51:00,0,0,SYSTEM_AUTO
ALT-00942,PRJ-010,Load Balancer,INFO,2026-03-01 20:49:00,0,0,SYSTEM_AUTO
ALT-00943,PRJ-008,Database,WARNING_SPIKE,2026-01-01 08:20:00,0,170,EMP-040
ALT-00944,PRJ-001,Auth Service,INFO,2026-04-25 01:23:00,0,0,SYSTEM_AUTO
ALT-00945,PRJ-003,API Gateway,CRITICAL_DOWN,2026-03-20 10:57:00,20,44,EMP-005
ALT-00946,PRJ-003,Frontend UI,WARNING_SPIKE,2026-03-11 08:59:00,0,51,EMP-019
ALT-00947,PRJ-004,Database,INFO,2026-03-31 20:09:00,0,0,SYSTEM_AUTO
ALT-00948,PRJ-003,Frontend UI,WARNING_SPIKE,2026-04-17 08:12:00,0,23,EMP-031
ALT-00949,PRJ-001,Database,INFO,2026-01-28 10:43:00,0,0,SYSTEM_AUTO
ALT-00950,PRJ-002,Database,WARNING_SPIKE,2026-02-26 20:09:00,0,133,EMP-005
ALT-00951,PRJ-004,Auth Service,INFO,2026-04-26 07:01:00,0,0,SYSTEM_AUTO
ALT-00952,PRJ-002,Load Balancer,WARNING_SPIKE,2026-02-21 06:25:00,0,178,EMP-020
ALT-00953,PRJ-002,API Gateway,INFO,2026-02-08 04:25:00,0,0,SYSTEM_AUTO
ALT-00954,PRJ-002,Frontend UI,INFO,2026-03-12 02:24:00,0,0,SYSTEM_AUTO
ALT-00955,PRJ-010,Frontend UI,INFO,2026-04-06 04:54:00,0,0,SYSTEM_AUTO
ALT-00956,PRJ-006,Frontend UI,WARNING_SPIKE,2026-01-31 16:21:00,0,73,EMP-044
ALT-00957,PRJ-002,Database,WARNING_SPIKE,2026-02-18 23:25:00,0,45,EMP-025
ALT-00958,PRJ-006,Auth Service,WARNING_SPIKE,2026-03-22 09:44:00,0,19,EMP-010
ALT-00959,PRJ-007,API Gateway,INFO,2026-02-25 20:07:00,0,0,SYSTEM_AUTO
ALT-00960,PRJ-004,Frontend UI,INFO,2026-02-23 16:04:00,0,0,SYSTEM_AUTO
ALT-00961,PRJ-004,Load Balancer,INFO,2026-01-09 19:33:00,0,0,SYSTEM_AUTO
ALT-00962,PRJ-008,Database,INFO,2026-03-25 05:34:00,0,0,SYSTEM_AUTO
ALT-00963,PRJ-009,Frontend UI,INFO,2026-01-07 13:29:00,0,0,SYSTEM_AUTO
ALT-00964,PRJ-006,Database,INFO,2026-03-10 18:58:00,0,0,SYSTEM_AUTO
ALT-00965,PRJ-010,Database,INFO,2026-04-15 05:36:00,0,0,SYSTEM_AUTO
ALT-00966,PRJ-004,Auth Service,INFO,2026-04-22 23:59:00,0,0,SYSTEM_AUTO
ALT-00967,PRJ-007,Database,INFO,2026-03-16 16:45:00,0,0,SYSTEM_AUTO
ALT-00968,PRJ-009,Database,INFO,2026-04-19 16:50:00,0,0,SYSTEM_AUTO
ALT-00969,PRJ-002,API Gateway,INFO,2026-01-16 18:14:00,0,0,SYSTEM_AUTO
ALT-00970,PRJ-007,Database,INFO,2026-02-21 06:46:00,0,0,SYSTEM_AUTO
ALT-00971,PRJ-001,API Gateway,WARNING_SPIKE,2026-03-05 20:23:00,0,115,EMP-034
ALT-00972,PRJ-001,Load Balancer,INFO,2026-02-17 10:02:00,0,0,SYSTEM_AUTO
ALT-00973,PRJ-010,API Gateway,INFO,2026-04-27 00:42:00,0,0,SYSTEM_AUTO
ALT-00974,PRJ-008,Frontend UI,INFO,2026-02-07 03:59:00,0,0,SYSTEM_AUTO
ALT-00975,PRJ-009,Frontend UI,INFO,2026-04-24 21:26:00,0,0,SYSTEM_AUTO
ALT-00976,PRJ-004,Frontend UI,INFO,2026-04-12 11:46:00,0,0,SYSTEM_AUTO
ALT-00977,PRJ-008,Database,INFO,2026-04-05 01:14:00,0,0,SYSTEM_AUTO
ALT-00978,PRJ-008,Frontend UI,INFO,2026-03-10 19:56:00,0,0,SYSTEM_AUTO
ALT-00979,PRJ-004,Auth Service,CRITICAL_DOWN,2026-02-20 09:28:00,96,119,EMP-042
ALT-00980,PRJ-007,Load Balancer,INFO,2026-04-08 13:19:00,0,0,SYSTEM_AUTO
ALT-00981,PRJ-002,Frontend UI,WARNING_SPIKE,2026-02-05 00:25:00,0,145,EMP-029
ALT-00982,PRJ-007,Auth Service,INFO,2026-03-04 17:30:00,0,0,SYSTEM_AUTO
ALT-00983,PRJ-008,Auth Service,WARNING_SPIKE,2026-02-13 19:30:00,0,86,EMP-037
ALT-00984,PRJ-006,Auth Service,INFO,2026-03-06 20:16:00,0,0,SYSTEM_AUTO
ALT-00985,PRJ-004,Auth Service,INFO,2026-03-15 08:33:00,0,0,SYSTEM_AUTO
ALT-00986,PRJ-004,Frontend UI,INFO,2026-04-07 17:07:00,0,0,SYSTEM_AUTO
ALT-00987,PRJ-002,Database,INFO,2026-04-16 08:21:00,0,0,SYSTEM_AUTO
ALT-00988,PRJ-010,Database,INFO,2026-03-08 16:08:00,0,0,SYSTEM_AUTO
ALT-00989,PRJ-008,Auth Service,WARNING_SPIKE,2026-01-02 12:26:00,0,97,EMP-001
ALT-00990,PRJ-010,API Gateway,WARNING_SPIKE,2026-03-21 21:27:00,0,92,EMP-015
ALT-00991,PRJ-004,Auth Service,CRITICAL_DOWN,2026-03-11 07:44:00,104,124,EMP-037
ALT-00992,PRJ-004,API Gateway,INFO,2026-04-19 02:27:00,0,0,SYSTEM_AUTO
ALT-00993,PRJ-005,API Gateway,CRITICAL_DOWN,2026-02-19 02:00:00,27,42,EMP-013
ALT-00994,PRJ-009,Frontend UI,INFO,2026-03-20 06:23:00,0,0,SYSTEM_AUTO
ALT-00995,PRJ-002,API Gateway,INFO,2026-04-10 00:08:00,0,0,SYSTEM_AUTO
ALT-00996,PRJ-009,Database,INFO,2026-02-14 19:19:00,0,0,SYSTEM_AUTO
ALT-00997,PRJ-009,Auth Service,INFO,2026-03-05 04:55:00,0,0,SYSTEM_AUTO
ALT-00998,PRJ-001,Auth Service,INFO,2026-01-02 10:27:00,0,0,SYSTEM_AUTO
ALT-00999,PRJ-009,Frontend UI,INFO,2026-04-13 08:01:00,0,0,SYSTEM_AUTO
ALT-01000,PRJ-004,Database,INFO,2026-02-02 19:29:00,0,0,SYSTEM_AUTO
ALT-01001,PRJ-006,Load Balancer,CRITICAL_DOWN,2026-04-19 13:43:00,79,101,EMP-002
ALT-01002,PRJ-003,Auth Service,INFO,2026-01-22 20:24:00,0,0,SYSTEM_AUTO
ALT-01003,PRJ-009,Database,WARNING_SPIKE,2026-01-07 07:02:00,0,47,EMP-010
ALT-01004,PRJ-001,Database,INFO,2026-03-01 16:57:00,0,0,SYSTEM_AUTO
ALT-01005,PRJ-010,Auth Service,INFO,2026-02-17 04:24:00,0,0,SYSTEM_AUTO
ALT-01006,PRJ-009,Database,INFO,2026-01-12 02:27:00,0,0,SYSTEM_AUTO
ALT-01007,PRJ-008,API Gateway,WARNING_SPIKE,2026-03-25 22:30:00,0,130,EMP-025
ALT-01008,PRJ-010,Load Balancer,INFO,2026-03-22 12:49:00,0,0,SYSTEM_AUTO
ALT-01009,PRJ-005,Auth Service,INFO,2026-02-04 15:42:00,0,0,SYSTEM_AUTO
ALT-01010,PRJ-006,API Gateway,INFO,2026-02-12 13:41:00,0,0,SYSTEM_AUTO
ALT-01011,PRJ-008,API Gateway,INFO,2026-02-19 21:20:00,0,0,SYSTEM_AUTO
ALT-01012,PRJ-002,Database,INFO,2026-04-21 05:52:00,0,0,SYSTEM_AUTO
ALT-01013,PRJ-009,Load Balancer,INFO,2026-03-08 14:58:00,0,0,SYSTEM_AUTO
ALT-01014,PRJ-008,Database,INFO,2026-04-19 17:19:00,0,0,SYSTEM_AUTO
ALT-01015,PRJ-010,Load Balancer,WARNING_SPIKE,2026-02-08 03:44:00,0,31,EMP-020
ALT-01016,PRJ-003,Database,INFO,2026-04-08 00:57:00,0,0,SYSTEM_AUTO
ALT-01017,PRJ-008,Frontend UI,INFO,2026-02-20 23:15:00,0,0,SYSTEM_AUTO
ALT-01018,PRJ-004,API Gateway,INFO,2026-03-29 14:06:00,0,0,SYSTEM_AUTO
ALT-01019,PRJ-001,Auth Service,WARNING_SPIKE,2026-01-10 08:06:00,0,122,EMP-001
ALT-01020,PRJ-008,Auth Service,INFO,2026-04-29 21:22:00,0,0,SYSTEM_AUTO
ALT-01021,PRJ-010,API Gateway,WARNING_SPIKE,2026-04-21 21:43:00,0,66,EMP-037
ALT-01022,PRJ-010,API Gateway,INFO,2026-02-03 11:51:00,0,0,SYSTEM_AUTO
ALT-01023,PRJ-007,Auth Service,WARNING_SPIKE,2026-04-08 07:33:00,0,120,EMP-034
ALT-01024,PRJ-007,Frontend UI,INFO,2026-02-23 02:16:00,0,0,SYSTEM_AUTO
ALT-01025,PRJ-008,Auth Service,INFO,2026-03-27 00:40:00,0,0,SYSTEM_AUTO
ALT-01026,PRJ-007,Database,INFO,2026-03-13 04:31:00,0,0,SYSTEM_AUTO
ALT-01027,PRJ-001,API Gateway,INFO,2026-03-20 09:08:00,0,0,SYSTEM_AUTO
ALT-01028,PRJ-010,Database,INFO,2026-02-20 16:01:00,0,0,SYSTEM_AUTO
ALT-01029,PRJ-010,Load Balancer,CRITICAL_DOWN,2026-03-03 01:07:00,72,94,EMP-010
ALT-01030,PRJ-008,Database,INFO,2026-04-20 07:13:00,0,0,SYSTEM_AUTO
ALT-01031,PRJ-008,API Gateway,INFO,2026-03-28 10:40:00,0,0,SYSTEM_AUTO
ALT-01032,PRJ-001,Database,INFO,2026-04-08 23:48:00,0,0,SYSTEM_AUTO
ALT-01033,PRJ-004,Frontend UI,INFO,2026-01-09 17:37:00,0,0,SYSTEM_AUTO
ALT-01034,PRJ-004,Auth Service,INFO,2026-04-16 03:14:00,0,0,SYSTEM_AUTO
ALT-01035,PRJ-009,Auth Service,INFO,2026-04-14 23:36:00,0,0,SYSTEM_AUTO
ALT-01036,PRJ-006,Database,INFO,2026-03-30 11:19:00,0,0,SYSTEM_AUTO
ALT-01037,PRJ-003,Load Balancer,INFO,2026-04-15 02:43:00,0,0,SYSTEM_AUTO
ALT-01038,PRJ-007,Frontend UI,INFO,2026-04-26 17:21:00,0,0,SYSTEM_AUTO
ALT-01039,PRJ-005,API Gateway,INFO,2026-04-24 09:15:00,0,0,SYSTEM_AUTO
ALT-01040,PRJ-002,API Gateway,INFO,2026-01-25 04:27:00,0,0,SYSTEM_AUTO
ALT-01041,PRJ-001,API Gateway,INFO,2026-04-30 05:28:00,0,0,SYSTEM_AUTO
ALT-01042,PRJ-007,API Gateway,INFO,2026-02-13 05:27:00,0,0,SYSTEM_AUTO
