Bug_ID,Proyecto_ID,Reporter_ID,Developer_ID,Entorno,Severidad,Fecha_Creacion,Tiempo_Resolucion_Minutos,Horas_Retrabajo
BUG-0619,PRJ-003,EMP-048,EMP-006,UAT,HIGH,2026-02-13 13:00:00,658,9.34
BUG-0620,PRJ-005,EMP-026,EMP-050,UAT,HIGH,2026-02-27 10:00:00,283,3.0
BUG-0621,PRJ-010,EMP-011,EMP-003,QA,LOW,2026-03-16 15:00:00,1226,23.41
BUG-0622,PRJ-004,EMP-049,EMP-003,UAT,MEDIUM,2026-02-05 12:00:00,1113,14.56
BUG-0623,PRJ-004,EMP-039,EMP-047,UAT,LOW,2026-04-09 12:00:00,1175,19.11
BUG-0624,PRJ-008,EMP-033,EMP-047,UAT,LOW,2026-01-20 15:00:00,2665,39.86
BUG-0625,PRJ-005,EMP-039,EMP-003,QA,MEDIUM,2026-01-10 09:00:00,1969,25.76
BUG-0626,PRJ-004,EMP-004,EMP-046,QA,MEDIUM,2026-04-08 16:00:00,633,7.86
BUG-0627,PRJ-007,EMP-008,EMP-028,UAT,MEDIUM,2026-04-30 15:00:00,1422,22.28
BUG-0628,PRJ-004,EMP-016,EMP-006,QA,HIGH,2026-03-20 11:00:00,229,2.5
BUG-0629,PRJ-008,EMP-024,EMP-046,UAT,CRITICAL,2026-01-31 08:00:00,239,3.17
BUG-0630,PRJ-010,EMP-014,EMP-028,QA,HIGH,2026-02-02 09:00:00,149,2.46
BUG-0631,PRJ-002,EMP-016,EMP-047,QA,CRITICAL,2026-01-04 16:00:00,208,3.56
BUG-0632,PRJ-003,EMP-026,EMP-050,QA,CRITICAL,2026-04-15 11:00:00,37,0.33
BUG-0633,PRJ-009,EMP-048,EMP-006,QA,HIGH,2026-03-07 11:00:00,618,12.34
BUG-0634,PRJ-003,EMP-039,EMP-038,PRODUCTION,CRITICAL,2026-03-09 17:00:00,183,1.7
BUG-0635,PRJ-005,EMP-033,EMP-003,QA,CRITICAL,2026-04-18 16:00:00,75,1.36
BUG-0636,PRJ-002,EMP-027,EMP-003,UAT,MEDIUM,2026-03-26 16:00:00,1498,12.95
BUG-0637,PRJ-003,EMP-049,EMP-028,UAT,MEDIUM,2026-01-01 17:00:00,1573,27.43
BUG-0638,PRJ-004,EMP-016,EMP-028,UAT,MEDIUM,2026-04-27 10:00:00,802,15.08
BUG-0639,PRJ-009,EMP-004,EMP-003,QA,HIGH,2026-04-23 08:00:00,629,10.7
BUG-0640,PRJ-005,EMP-027,EMP-047,PRODUCTION,LOW,2026-03-08 09:00:00,628,8.0
BUG-0641,PRJ-002,EMP-039,EMP-047,QA,MEDIUM,2026-02-03 17:00:00,1392,17.08
BUG-0642,PRJ-001,EMP-048,EMP-047,QA,HIGH,2026-04-05 12:00:00,626,11.89
BUG-0643,PRJ-009,EMP-041,EMP-046,PRODUCTION,LOW,2026-03-10 16:00:00,1340,16.5
BUG-0644,PRJ-009,EMP-024,EMP-038,QA,MEDIUM,2026-04-29 11:00:00,514,8.22
BUG-0645,PRJ-002,EMP-004,EMP-038,QA,LOW,2026-04-18 14:00:00,2613,31.61
BUG-0646,PRJ-010,EMP-004,EMP-050,QA,MEDIUM,2026-01-30 09:00:00,1848,21.12
BUG-0647,PRJ-010,EMP-041,EMP-047,UAT,HIGH,2026-01-10 10:00:00,226,2.25
BUG-0648,PRJ-005,EMP-014,EMP-050,UAT,MEDIUM,2026-01-02 10:00:00,2495,46.3
BUG-0649,PRJ-006,EMP-049,EMP-038,QA,MEDIUM,2026-04-14 15:00:00,1237,14.56
BUG-0650,PRJ-002,EMP-048,EMP-006,QA,HIGH,2026-03-11 16:00:00,589,10.11
BUG-0651,PRJ-007,EMP-014,EMP-038,QA,CRITICAL,2026-03-15 14:00:00,88,0.89
BUG-0652,PRJ-002,EMP-033,EMP-028,QA,MEDIUM,2026-04-24 14:00:00,914,7.63
BUG-0653,PRJ-010,EMP-027,EMP-050,PRODUCTION,LOW,2026-04-18 14:00:00,747,14.79
BUG-0654,PRJ-003,EMP-027,EMP-047,PRODUCTION,CRITICAL,2026-02-17 14:00:00,206,2.13
BUG-0655,PRJ-005,EMP-004,EMP-003,QA,HIGH,2026-01-21 09:00:00,713,9.37
BUG-0656,PRJ-008,EMP-024,EMP-050,UAT,CRITICAL,2026-03-04 15:00:00,169,3.21
BUG-0657,PRJ-010,EMP-011,EMP-028,QA,MEDIUM,2026-01-14 11:00:00,618,11.02
BUG-0658,PRJ-009,EMP-033,EMP-047,UAT,CRITICAL,2026-03-06 14:00:00,214,3.8
BUG-0659,PRJ-006,EMP-004,EMP-023,QA,MEDIUM,2026-01-08 16:00:00,1640,18.76
BUG-0660,PRJ-003,EMP-008,EMP-003,QA,MEDIUM,2026-01-01 10:00:00,2015,20.32
BUG-0661,PRJ-001,EMP-048,EMP-046,UAT,HIGH,2026-01-13 17:00:00,196,3.91
BUG-0662,PRJ-005,EMP-026,EMP-038,QA,HIGH,2026-02-14 15:00:00,411,6.73
BUG-0663,PRJ-009,EMP-014,EMP-047,QA,MEDIUM,2026-01-04 15:00:00,894,12.19
BUG-0664,PRJ-004,EMP-024,EMP-050,QA,HIGH,2026-04-29 14:00:00,249,3.24
BUG-0665,PRJ-008,EMP-024,EMP-003,QA,LOW,2026-03-20 14:00:00,2651,48.45
BUG-0666,PRJ-002,EMP-027,EMP-047,UAT,LOW,2026-04-14 16:00:00,2659,34.21
BUG-0667,PRJ-010,EMP-033,EMP-038,UAT,MEDIUM,2026-01-04 12:00:00,1423,25.45
BUG-0668,PRJ-009,EMP-026,EMP-046,QA,CRITICAL,2026-04-26 10:00:00,38,0.37
BUG-0669,PRJ-002,EMP-016,EMP-006,UAT,HIGH,2026-03-01 13:00:00,423,5.87
BUG-0670,PRJ-004,EMP-014,EMP-047,UAT,MEDIUM,2026-03-09 09:00:00,582,8.78
BUG-0671,PRJ-004,EMP-033,EMP-046,QA,LOW,2026-02-06 15:00:00,1607,23.96
BUG-0672,PRJ-004,EMP-048,EMP-028,UAT,MEDIUM,2026-03-21 09:00:00,2167,32.86
BUG-0673,PRJ-004,EMP-041,EMP-050,QA,HIGH,2026-02-12 12:00:00,239,3.56
BUG-0674,PRJ-007,EMP-039,EMP-038,PRODUCTION,MEDIUM,2026-03-29 08:00:00,2303,32.94
BUG-0675,PRJ-010,EMP-048,EMP-046,QA,HIGH,2026-02-19 15:00:00,697,7.02
BUG-0676,PRJ-003,EMP-039,EMP-028,QA,HIGH,2026-04-17 09:00:00,473,7.11
BUG-0677,PRJ-007,EMP-008,EMP-028,QA,CRITICAL,2026-01-19 13:00:00,125,2.47
BUG-0678,PRJ-008,EMP-024,EMP-003,QA,MEDIUM,2026-03-28 17:00:00,1063,16.05
BUG-0679,PRJ-002,EMP-039,EMP-028,QA,MEDIUM,2026-03-28 09:00:00,2578,23.1
BUG-0680,PRJ-002,EMP-024,EMP-028,QA,MEDIUM,2026-04-14 14:00:00,1303,22.97
BUG-0681,PRJ-007,EMP-004,EMP-023,UAT,MEDIUM,2026-04-15 17:00:00,977,12.15
BUG-0682,PRJ-009,EMP-048,EMP-006,UAT,LOW,2026-04-08 11:00:00,1362,14.26
BUG-0683,PRJ-004,EMP-008,EMP-047,QA,LOW,2026-03-27 16:00:00,866,15.18
BUG-0684,PRJ-003,EMP-048,EMP-006,PRODUCTION,CRITICAL,2026-03-28 11:00:00,184,3.44
BUG-0685,PRJ-005,EMP-014,EMP-023,QA,CRITICAL,2026-03-01 12:00:00,61,1.19
BUG-0686,PRJ-006,EMP-024,EMP-003,QA,MEDIUM,2026-04-23 11:00:00,2705,49.88
BUG-0687,PRJ-004,EMP-024,EMP-047,UAT,LOW,2026-03-28 10:00:00,792,9.76
BUG-0688,PRJ-007,EMP-027,EMP-023,QA,MEDIUM,2026-04-16 08:00:00,1551,19.55
BUG-0689,PRJ-008,EMP-033,EMP-047,QA,LOW,2026-02-19 11:00:00,2290,21.02
BUG-0690,PRJ-001,EMP-039,EMP-006,QA,MEDIUM,2026-04-03 11:00:00,1406,25.75
BUG-0691,PRJ-004,EMP-008,EMP-047,UAT,CRITICAL,2026-04-16 15:00:00,200,2.06
BUG-0692,PRJ-008,EMP-011,EMP-003,QA,LOW,2026-02-20 17:00:00,2417,23.15
BUG-0693,PRJ-005,EMP-008,EMP-028,QA,MEDIUM,2026-02-12 09:00:00,1018,12.17
BUG-0694,PRJ-008,EMP-024,EMP-003,QA,LOW,2026-02-09 10:00:00,1515,29.48
BUG-0695,PRJ-007,EMP-048,EMP-038,UAT,CRITICAL,2026-04-19 16:00:00,210,2.02
BUG-0696,PRJ-002,EMP-014,EMP-046,PRODUCTION,MEDIUM,2026-03-21 11:00:00,2676,43.76
BUG-0697,PRJ-010,EMP-048,EMP-006,UAT,HIGH,2026-02-20 12:00:00,374,6.78
BUG-0698,PRJ-006,EMP-004,EMP-046,PRODUCTION,MEDIUM,2026-02-22 08:00:00,759,8.26
BUG-0699,PRJ-010,EMP-026,EMP-046,QA,LOW,2026-02-09 14:00:00,1189,13.96
BUG-0700,PRJ-006,EMP-011,EMP-050,QA,MEDIUM,2026-02-07 15:00:00,2820,54.9
BUG-0701,PRJ-007,EMP-016,EMP-023,QA,LOW,2026-02-07 14:00:00,845,10.66
BUG-0702,PRJ-005,EMP-016,EMP-050,UAT,MEDIUM,2026-04-02 15:00:00,2136,21.42
BUG-0703,PRJ-007,EMP-049,EMP-038,QA,LOW,2026-04-05 08:00:00,1259,17.66
BUG-0704,PRJ-002,EMP-008,EMP-003,QA,HIGH,2026-02-17 08:00:00,239,4.62
BUG-0705,PRJ-010,EMP-026,EMP-038,QA,CRITICAL,2026-01-07 17:00:00,233,4.65
BUG-0706,PRJ-009,EMP-049,EMP-028,UAT,HIGH,2026-04-26 15:00:00,687,10.75
BUG-0707,PRJ-004,EMP-014,EMP-046,PRODUCTION,MEDIUM,2026-03-06 15:00:00,561,10.1
BUG-0708,PRJ-006,EMP-033,EMP-006,QA,MEDIUM,2026-02-17 08:00:00,1827,28.2
BUG-0709,PRJ-003,EMP-039,EMP-003,QA,MEDIUM,2026-03-27 08:00:00,2843,27.99
BUG-0710,PRJ-005,EMP-026,EMP-047,QA,HIGH,2026-04-10 14:00:00,682,12.11
BUG-0711,PRJ-010,EMP-016,EMP-047,QA,HIGH,2026-02-01 14:00:00,707,7.87
BUG-0712,PRJ-009,EMP-014,EMP-047,QA,HIGH,2026-04-21 11:00:00,349,6.71
BUG-0713,PRJ-006,EMP-027,EMP-023,QA,MEDIUM,2026-04-30 17:00:00,1414,23.49
BUG-0714,PRJ-005,EMP-008,EMP-046,QA,HIGH,2026-03-08 11:00:00,139,1.65
BUG-0715,PRJ-006,EMP-024,EMP-028,QA,HIGH,2026-01-14 11:00:00,193,3.44
BUG-0716,PRJ-004,EMP-014,EMP-028,UAT,HIGH,2026-04-14 17:00:00,393,5.2
BUG-0717,PRJ-010,EMP-024,EMP-047,QA,LOW,2026-01-10 14:00:00,2100,26.87
BUG-0718,PRJ-007,EMP-016,EMP-050,UAT,HIGH,2026-03-05 10:00:00,470,6.04
BUG-0719,PRJ-010,EMP-024,EMP-047,QA,MEDIUM,2026-03-11 11:00:00,1503,25.69
BUG-0720,PRJ-004,EMP-004,EMP-047,UAT,HIGH,2026-04-18 10:00:00,486,7.37
BUG-0721,PRJ-006,EMP-027,EMP-038,UAT,MEDIUM,2026-01-22 10:00:00,711,11.48
BUG-0722,PRJ-003,EMP-039,EMP-028,QA,HIGH,2026-02-20 17:00:00,222,3.16
BUG-0723,PRJ-008,EMP-033,EMP-023,UAT,MEDIUM,2026-02-19 14:00:00,2343,40.34
BUG-0724,PRJ-008,EMP-016,EMP-028,QA,MEDIUM,2026-03-20 12:00:00,1425,20.13
BUG-0725,PRJ-005,EMP-048,EMP-038,QA,LOW,2026-01-20 11:00:00,1163,15.87
BUG-0726,PRJ-005,EMP-004,EMP-023,PRODUCTION,CRITICAL,2026-04-11 15:00:00,34,0.45
BUG-0727,PRJ-005,EMP-024,EMP-050,QA,LOW,2026-02-14 10:00:00,485,8.6
BUG-0728,PRJ-004,EMP-041,EMP-003,QA,LOW,2026-02-22 14:00:00,1811,24.25
BUG-0729,PRJ-009,EMP-027,EMP-050,PRODUCTION,HIGH,2026-02-08 10:00:00,390,7.54
BUG-0730,PRJ-003,EMP-026,EMP-023,QA,HIGH,2026-02-19 14:00:00,666,7.34
BUG-0731,PRJ-006,EMP-048,EMP-050,QA,LOW,2026-04-30 09:00:00,892,11.5
BUG-0732,PRJ-004,EMP-016,EMP-046,QA,LOW,2026-04-07 11:00:00,2564,50.26
BUG-0733,PRJ-006,EMP-014,EMP-047,UAT,LOW,2026-04-18 12:00:00,2062,20.9
BUG-0734,PRJ-002,EMP-014,EMP-038,PRODUCTION,MEDIUM,2026-03-06 12:00:00,2363,33.06
BUG-0735,PRJ-009,EMP-004,EMP-003,QA,LOW,2026-02-16 09:00:00,2642,32.49
BUG-0736,PRJ-008,EMP-039,EMP-050,QA,MEDIUM,2026-01-16 15:00:00,530,6.57
BUG-0737,PRJ-005,EMP-049,EMP-028,UAT,MEDIUM,2026-01-19 10:00:00,2500,45.24
BUG-0738,PRJ-008,EMP-041,EMP-023,QA,MEDIUM,2026-03-27 17:00:00,1187,19.58
BUG-0739,PRJ-007,EMP-039,EMP-047,QA,MEDIUM,2026-01-16 08:00:00,598,11.91
BUG-0740,PRJ-008,EMP-026,EMP-003,QA,LOW,2026-03-26 14:00:00,716,11.75
BUG-0741,PRJ-002,EMP-014,EMP-050,PRODUCTION,MEDIUM,2026-03-26 14:00:00,1322,18.94
BUG-0742,PRJ-006,EMP-008,EMP-046,QA,HIGH,2026-04-28 13:00:00,182,2.12
BUG-0743,PRJ-010,EMP-011,EMP-006,QA,HIGH,2026-01-11 15:00:00,401,7.48
BUG-0744,PRJ-007,EMP-004,EMP-050,QA,MEDIUM,2026-03-11 08:00:00,2493,31.7
BUG-0745,PRJ-006,EMP-016,EMP-006,PRODUCTION,MEDIUM,2026-04-25 09:00:00,1393,15.22
BUG-0746,PRJ-010,EMP-008,EMP-023,PRODUCTION,HIGH,2026-04-16 14:00:00,271,3.72
BUG-0747,PRJ-002,EMP-004,EMP-003,PRODUCTION,MEDIUM,2026-03-07 16:00:00,555,5.31
BUG-0748,PRJ-006,EMP-008,EMP-006,QA,MEDIUM,2026-02-23 13:00:00,1896,30.68
BUG-0749,PRJ-005,EMP-004,EMP-046,QA,MEDIUM,2026-03-08 10:00:00,530,5.64
BUG-0750,PRJ-008,EMP-041,EMP-046,QA,MEDIUM,2026-04-14 10:00:00,2617,26.19
BUG-0751,PRJ-002,EMP-048,EMP-050,QA,MEDIUM,2026-01-20 14:00:00,1246,14.21
BUG-0752,PRJ-005,EMP-011,EMP-046,PRODUCTION,LOW,2026-02-24 13:00:00,599,9.27
BUG-0753,PRJ-007,EMP-048,EMP-003,QA,LOW,2026-01-10 15:00:00,1331,16.33
BUG-0754,PRJ-007,EMP-027,EMP-023,QA,MEDIUM,2026-02-26 10:00:00,2713,26.97
BUG-0755,PRJ-006,EMP-014,EMP-028,QA,HIGH,2026-02-22 13:00:00,708,13.7
BUG-0756,PRJ-007,EMP-033,EMP-006,PRODUCTION,LOW,2026-02-28 17:00:00,810,8.74
BUG-0757,PRJ-005,EMP-011,EMP-047,QA,MEDIUM,2026-04-01 09:00:00,2029,34.71
BUG-0758,PRJ-009,EMP-041,EMP-038,UAT,HIGH,2026-02-09 11:00:00,127,1.66
BUG-0759,PRJ-006,EMP-039,EMP-023,UAT,MEDIUM,2026-02-18 12:00:00,2427,36.26
BUG-0760,PRJ-006,EMP-014,EMP-006,UAT,HIGH,2026-04-24 15:00:00,498,8.64
BUG-0761,PRJ-001,EMP-039,EMP-003,UAT,CRITICAL,2026-01-22 15:00:00,132,2.01
BUG-0762,PRJ-001,EMP-004,EMP-003,UAT,LOW,2026-02-11 12:00:00,1759,18.12
BUG-0763,PRJ-005,EMP-026,EMP-050,PRODUCTION,HIGH,2026-03-04 09:00:00,661,8.09
BUG-0764,PRJ-009,EMP-004,EMP-047,QA,MEDIUM,2026-04-10 12:00:00,1990,25.0
BUG-0765,PRJ-006,EMP-033,EMP-046,UAT,HIGH,2026-01-23 09:00:00,582,6.95
BUG-0766,PRJ-005,EMP-027,EMP-028,QA,LOW,2026-03-12 09:00:00,1672,19.31
BUG-0767,PRJ-004,EMP-041,EMP-050,QA,MEDIUM,2026-01-26 17:00:00,2408,23.0
BUG-0768,PRJ-003,EMP-039,EMP-028,QA,MEDIUM,2026-01-10 13:00:00,2853,33.82
BUG-0769,PRJ-008,EMP-008,EMP-006,QA,LOW,2026-03-24 10:00:00,2734,43.6
BUG-0770,PRJ-006,EMP-004,EMP-046,QA,HIGH,2026-03-15 14:00:00,430,8.11
BUG-0771,PRJ-008,EMP-049,EMP-006,QA,HIGH,2026-03-19 17:00:00,396,5.66
BUG-0772,PRJ-007,EMP-026,EMP-047,QA,MEDIUM,2026-02-16 16:00:00,531,7.51
BUG-0773,PRJ-008,EMP-033,EMP-047,QA,LOW,2026-03-01 14:00:00,1567,20.8
BUG-0774,PRJ-003,EMP-011,EMP-003,PRODUCTION,CRITICAL,2026-02-15 13:00:00,228,3.59
BUG-0775,PRJ-001,EMP-033,EMP-003,QA,MEDIUM,2026-02-19 15:00:00,1047,15.57
BUG-0776,PRJ-002,EMP-049,EMP-003,UAT,HIGH,2026-01-24 10:00:00,462,5.48
BUG-0777,PRJ-007,EMP-004,EMP-023,QA,HIGH,2026-03-27 17:00:00,646,9.44
BUG-0778,PRJ-009,EMP-027,EMP-038,PRODUCTION,HIGH,2026-02-14 12:00:00,253,2.34
BUG-0779,PRJ-002,EMP-016,EMP-047,QA,MEDIUM,2026-04-03 10:00:00,667,12.34
BUG-0780,PRJ-009,EMP-011,EMP-003,PRODUCTION,MEDIUM,2026-04-14 12:00:00,2641,24.44
BUG-0781,PRJ-010,EMP-011,EMP-050,QA,LOW,2026-04-08 09:00:00,2434,43.74
BUG-0782,PRJ-001,EMP-014,EMP-023,QA,HIGH,2026-04-24 15:00:00,567,8.42
BUG-0783,PRJ-005,EMP-004,EMP-047,QA,LOW,2026-02-23 16:00:00,2803,29.21
BUG-0784,PRJ-005,EMP-011,EMP-023,QA,LOW,2026-03-05 16:00:00,1150,13.88
BUG-0785,PRJ-007,EMP-026,EMP-046,QA,LOW,2026-03-06 16:00:00,2183,34.95
BUG-0786,PRJ-006,EMP-039,EMP-023,QA,MEDIUM,2026-02-04 08:00:00,1313,13.85
BUG-0787,PRJ-004,EMP-039,EMP-038,PRODUCTION,MEDIUM,2026-02-08 14:00:00,2720,41.32
BUG-0788,PRJ-001,EMP-014,EMP-046,QA,MEDIUM,2026-01-25 16:00:00,2600,40.87
BUG-0789,PRJ-002,EMP-024,EMP-028,PRODUCTION,LOW,2026-02-09 10:00:00,1559,16.64
BUG-0790,PRJ-009,EMP-039,EMP-050,QA,HIGH,2026-01-23 16:00:00,630,10.49
BUG-0791,PRJ-004,EMP-026,EMP-046,QA,MEDIUM,2026-04-02 08:00:00,1248,16.13
BUG-0792,PRJ-010,EMP-041,EMP-028,QA,LOW,2026-02-27 13:00:00,2451,22.59
BUG-0793,PRJ-005,EMP-016,EMP-006,QA,HIGH,2026-02-21 11:00:00,395,4.84
BUG-0794,PRJ-002,EMP-008,EMP-038,UAT,CRITICAL,2026-01-18 13:00:00,101,1.9
BUG-0795,PRJ-008,EMP-024,EMP-050,QA,LOW,2026-02-16 16:00:00,1981,36.53
BUG-0796,PRJ-007,EMP-026,EMP-050,QA,MEDIUM,2026-01-16 14:00:00,2416,23.23
BUG-0797,PRJ-009,EMP-024,EMP-006,QA,MEDIUM,2026-04-10 10:00:00,2446,38.51
BUG-0798,PRJ-009,EMP-014,EMP-023,QA,HIGH,2026-01-13 16:00:00,682,12.04
BUG-0799,PRJ-010,EMP-011,EMP-028,QA,HIGH,2026-01-27 14:00:00,257,4.5
BUG-0800,PRJ-010,EMP-014,EMP-046,QA,MEDIUM,2026-02-13 13:00:00,1179,11.43
BUG-0801,PRJ-007,EMP-026,EMP-047,UAT,MEDIUM,2026-03-27 17:00:00,1141,18.08
BUG-0802,PRJ-004,EMP-027,EMP-028,UAT,MEDIUM,2026-02-16 16:00:00,1662,24.14
BUG-0803,PRJ-006,EMP-049,EMP-038,QA,LOW,2026-01-17 13:00:00,2334,42.71
BUG-0804,PRJ-006,EMP-027,EMP-006,QA,HIGH,2026-04-28 09:00:00,404,3.38
BUG-0805,PRJ-004,EMP-033,EMP-006,QA,MEDIUM,2026-01-15 13:00:00,1719,33.18
BUG-0806,PRJ-009,EMP-011,EMP-028,QA,MEDIUM,2026-02-13 16:00:00,1224,12.52
BUG-0807,PRJ-001,EMP-027,EMP-050,QA,HIGH,2026-04-19 13:00:00,324,5.4
BUG-0808,PRJ-010,EMP-048,EMP-028,QA,HIGH,2026-03-11 16:00:00,513,7.87
BUG-0809,PRJ-004,EMP-014,EMP-003,QA,MEDIUM,2026-01-14 09:00:00,1246,19.33
BUG-0810,PRJ-003,EMP-049,EMP-023,UAT,MEDIUM,2026-03-30 14:00:00,2147,21.54
BUG-0811,PRJ-007,EMP-014,EMP-050,QA,LOW,2026-03-31 13:00:00,1309,22.08
BUG-0812,PRJ-001,EMP-039,EMP-023,PRODUCTION,LOW,2026-02-14 16:00:00,1038,14.09
BUG-0813,PRJ-001,EMP-011,EMP-046,PRODUCTION,MEDIUM,2026-01-16 12:00:00,1098,16.5
BUG-0814,PRJ-007,EMP-014,EMP-047,QA,HIGH,2026-04-13 10:00:00,327,4.58
BUG-0815,PRJ-009,EMP-041,EMP-028,UAT,MEDIUM,2026-04-26 15:00:00,2872,25.82
BUG-0816,PRJ-002,EMP-016,EMP-046,QA,HIGH,2026-01-18 15:00:00,558,10.72
BUG-0817,PRJ-008,EMP-011,EMP-047,UAT,LOW,2026-02-04 09:00:00,838,9.57
BUG-0818,PRJ-008,EMP-024,EMP-006,QA,MEDIUM,2026-04-01 15:00:00,2041,40.45
BUG-0819,PRJ-005,EMP-039,EMP-003,PRODUCTION,HIGH,2026-04-22 13:00:00,429,3.94
BUG-0820,PRJ-003,EMP-004,EMP-038,QA,MEDIUM,2026-01-17 09:00:00,2464,38.91
BUG-0821,PRJ-006,EMP-041,EMP-006,QA,MEDIUM,2026-04-11 15:00:00,996,17.85
BUG-0822,PRJ-006,EMP-011,EMP-046,QA,HIGH,2026-02-08 09:00:00,657,10.56
BUG-0823,PRJ-010,EMP-039,EMP-023,QA,HIGH,2026-02-28 16:00:00,719,12.62
BUG-0824,PRJ-009,EMP-048,EMP-003,QA,MEDIUM,2026-04-17 08:00:00,1744,23.65
BUG-0825,PRJ-003,EMP-033,EMP-038,UAT,MEDIUM,2026-01-26 08:00:00,1718,21.24
BUG-0826,PRJ-006,EMP-014,EMP-046,UAT,MEDIUM,2026-03-28 10:00:00,1524,19.9
BUG-0827,PRJ-002,EMP-027,EMP-046,PRODUCTION,MEDIUM,2026-01-05 08:00:00,1226,15.88
BUG-0828,PRJ-010,EMP-008,EMP-046,QA,MEDIUM,2026-02-26 13:00:00,1716,26.14
BUG-0829,PRJ-001,EMP-049,EMP-046,UAT,MEDIUM,2026-04-23 17:00:00,2642,31.39
BUG-0830,PRJ-005,EMP-049,EMP-023,PRODUCTION,MEDIUM,2026-02-08 10:00:00,2250,30.85
BUG-0831,PRJ-006,EMP-033,EMP-050,QA,MEDIUM,2026-03-08 10:00:00,1070,11.12
BUG-0832,PRJ-005,EMP-041,EMP-006,UAT,MEDIUM,2026-02-28 14:00:00,1013,14.71
BUG-0833,PRJ-010,EMP-008,EMP-047,QA,HIGH,2026-04-06 17:00:00,561,5.65
BUG-0834,PRJ-005,EMP-039,EMP-028,QA,LOW,2026-04-11 11:00:00,1982,38.5
BUG-0835,PRJ-008,EMP-004,EMP-028,QA,LOW,2026-03-22 10:00:00,945,8.1
BUG-0836,PRJ-001,EMP-008,EMP-046,QA,CRITICAL,2026-04-04 15:00:00,136,1.53
BUG-0837,PRJ-006,EMP-041,EMP-003,QA,CRITICAL,2026-03-22 15:00:00,67,1.32
BUG-0838,PRJ-009,EMP-027,EMP-050,PRODUCTION,CRITICAL,2026-01-05 08:00:00,50,0.97
BUG-0839,PRJ-002,EMP-011,EMP-038,QA,LOW,2026-01-14 14:00:00,2076,25.46
BUG-0840,PRJ-004,EMP-014,EMP-023,QA,MEDIUM,2026-03-12 15:00:00,2601,40.5
BUG-0841,PRJ-010,EMP-016,EMP-047,QA,CRITICAL,2026-04-26 12:00:00,211,3.98
BUG-0842,PRJ-004,EMP-049,EMP-003,PRODUCTION,HIGH,2026-03-15 08:00:00,568,7.52
BUG-0843,PRJ-009,EMP-039,EMP-003,QA,MEDIUM,2026-03-23 12:00:00,1910,35.99
BUG-0844,PRJ-007,EMP-027,EMP-003,UAT,HIGH,2026-04-25 10:00:00,687,11.17
BUG-0845,PRJ-010,EMP-033,EMP-006,UAT,MEDIUM,2026-03-15 17:00:00,2145,21.26
BUG-0846,PRJ-002,EMP-033,EMP-046,QA,MEDIUM,2026-04-16 10:00:00,2527,21.51
BUG-0847,PRJ-003,EMP-049,EMP-050,QA,MEDIUM,2026-03-04 13:00:00,1736,24.96
BUG-0848,PRJ-003,EMP-011,EMP-047,QA,MEDIUM,2026-02-25 14:00:00,2666,30.42
BUG-0849,PRJ-007,EMP-049,EMP-050,QA,CRITICAL,2026-03-19 08:00:00,120,2.0
BUG-0850,PRJ-006,EMP-008,EMP-003,PRODUCTION,HIGH,2026-04-18 10:00:00,309,3.27
BUG-0851,PRJ-008,EMP-026,EMP-038,QA,HIGH,2026-01-08 13:00:00,225,2.88
BUG-0852,PRJ-001,EMP-049,EMP-003,QA,MEDIUM,2026-04-24 09:00:00,1616,17.44
BUG-0853,PRJ-006,EMP-024,EMP-046,UAT,MEDIUM,2026-04-08 10:00:00,1024,10.16
BUG-0854,PRJ-003,EMP-004,EMP-047,PRODUCTION,HIGH,2026-01-08 12:00:00,145,1.37
BUG-0855,PRJ-001,EMP-041,EMP-028,QA,MEDIUM,2026-01-14 13:00:00,866,12.96
BUG-0856,PRJ-009,EMP-041,EMP-038,QA,MEDIUM,2026-01-31 10:00:00,1275,11.68
BUG-0857,PRJ-001,EMP-016,EMP-006,QA,MEDIUM,2026-01-11 13:00:00,2242,37.41
BUG-0858,PRJ-002,EMP-024,EMP-050,QA,LOW,2026-02-04 13:00:00,1176,20.43
BUG-0859,PRJ-010,EMP-026,EMP-003,UAT,MEDIUM,2026-04-18 10:00:00,1273,11.16
BUG-0860,PRJ-004,EMP-008,EMP-006,QA,MEDIUM,2026-03-07 09:00:00,965,13.55
BUG-0861,PRJ-008,EMP-014,EMP-038,UAT,LOW,2026-01-08 16:00:00,1466,22.92
BUG-0862,PRJ-005,EMP-041,EMP-047,QA,LOW,2026-01-31 17:00:00,2297,34.3
BUG-0863,PRJ-010,EMP-041,EMP-038,PRODUCTION,MEDIUM,2026-04-27 15:00:00,971,15.85
BUG-0864,PRJ-004,EMP-041,EMP-038,QA,HIGH,2026-01-12 08:00:00,712,8.16
BUG-0865,PRJ-006,EMP-004,EMP-038,PRODUCTION,HIGH,2026-01-03 11:00:00,334,4.09
BUG-0866,PRJ-004,EMP-026,EMP-023,QA,MEDIUM,2026-03-01 09:00:00,2007,38.47
BUG-0867,PRJ-002,EMP-033,EMP-050,QA,HIGH,2026-01-03 17:00:00,484,4.48
BUG-0868,PRJ-002,EMP-004,EMP-006,QA,CRITICAL,2026-03-01 14:00:00,166,1.89
BUG-0869,PRJ-005,EMP-016,EMP-038,PRODUCTION,LOW,2026-02-16 14:00:00,880,14.89
